%time,field.header.seq,field.header.stamp,field.header.frame_id,field.enabled,field.override_active,field.command_output_fault,field.input_output_fault,field.output_reported_fault,field.pacmod_fault,field.vehicle_fault,field.manual_input,field.command,field.output
1576563453639574740,369006,1576563453639574740,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453674351848,369007,1576563453674351848,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453707569806,369008,1576563453707569806,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453739787045,369009,1576563453739787045,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453774102717,369010,1576563453774102717,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453807576695,369011,1576563453807576695,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453840224599,369012,1576563453840224599,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453874990644,369013,1576563453874990644,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453907718665,369014,1576563453907718665,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453940616869,369015,1576563453940616869,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563453974939255,369016,1576563453974939255,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454008134900,369017,1576563454008134900,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454040454805,369018,1576563454040454805,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454075364533,369019,1576563454075364533,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454108480660,369020,1576563454108480660,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454141499435,369021,1576563454141499435,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454175722171,369022,1576563454175722171,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454208936616,369023,1576563454208936616,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454241648728,369024,1576563454241648728,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454276141107,369025,1576563454276141107,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454309305518,369026,1576563454309305518,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454341495161,369027,1576563454341495161,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454376698056,369028,1576563454376698056,pacmod,0,0,0,0,0,0,0,-0.064,0.0,-0.064
1576563454408836919,369029,1576563454408836919,pacmod,0,0,0,0,0,0,0,-0.062,0.0,-0.062
1576563454443049123,369030,1576563454443049123,pacmod,0,0,0,0,0,0,0,-0.062,0.0,-0.062
1576563454477264256,369031,1576563454477264256,pacmod,0,0,0,0,0,0,0,-0.061,0.0,-0.061
1576563454510222058,369032,1576563454510222058,pacmod,0,0,0,0,0,0,0,-0.061,0.0,-0.061
1576563454542371382,369033,1576563454542371382,pacmod,0,0,0,0,0,0,0,-0.059,0.0,-0.059
1576563454576216240,369034,1576563454576216240,pacmod,0,0,0,0,0,0,0,-0.057,0.0,-0.057
1576563454610429126,369035,1576563454610429126,pacmod,0,0,0,0,0,0,0,-0.055,0.0,-0.055
1576563454642929674,369036,1576563454642929674,pacmod,0,0,0,0,0,0,0,-0.054,0.0,-0.054
1576563454678262478,369037,1576563454678262478,pacmod,0,0,0,0,0,0,0,-0.052,0.0,-0.052
1576563454711007150,369038,1576563454711007150,pacmod,0,0,0,0,0,0,0,-0.052,0.0,-0.052
1576563454743289514,369039,1576563454743289514,pacmod,0,0,0,0,0,0,0,-0.052,0.0,-0.052
1576563454778141622,369040,1576563454778141622,pacmod,0,0,0,0,0,0,0,-0.052,0.0,-0.052
1576563454811621075,369041,1576563454811621075,pacmod,0,0,0,0,0,0,0,-0.05,0.0,-0.05
1576563454844418693,369042,1576563454844418693,pacmod,0,0,0,0,0,0,0,-0.05,0.0,-0.05
1576563454877460282,369043,1576563454877460282,pacmod,0,0,0,0,0,0,0,-0.05,0.0,-0.05
1576563454911918576,369044,1576563454911918576,pacmod,0,0,0,0,0,0,0,-0.047,0.0,-0.047
1576563454943880946,369045,1576563454943880946,pacmod,0,0,0,0,0,0,0,-0.045,0.0,-0.045
1576563454978879797,369046,1576563454978879797,pacmod,0,0,0,0,0,0,0,-0.04,0.0,-0.04
1576563455012875161,369047,1576563455012875161,pacmod,0,0,0,0,0,0,0,-0.031,0.0,-0.031
1576563455045244583,369048,1576563455045244583,pacmod,0,0,0,0,0,0,0,-0.019,0.0,-0.019
1576563455078270884,369049,1576563455078270884,pacmod,0,0,0,0,0,0,0,-0.012,0.0,-0.012
1576563455112501867,369050,1576563455112501867,pacmod,0,0,0,0,0,0,0,0.001,0.0,0.001
1576563455144817522,369051,1576563455144817522,pacmod,0,0,0,0,0,0,0,0.01,0.0,0.01
1576563455179856885,369052,1576563455179856885,pacmod,0,0,0,0,0,0,0,0.019,0.0,0.019
1576563455213378310,369053,1576563455213378310,pacmod,0,0,0,0,0,0,0,0.02,0.0,0.02
1576563455245844911,369054,1576563455245844911,pacmod,0,0,0,0,0,0,0,0.022,0.0,0.022
1576563455280069493,369055,1576563455280069493,pacmod,0,0,0,0,0,0,0,0.024,0.0,0.024
1576563455313339331,369056,1576563455313339331,pacmod,0,0,0,0,0,0,0,0.024,0.0,0.024
1576563455346255743,369057,1576563455346255743,pacmod,0,0,0,0,0,0,0,0.026,0.0,0.026
1576563455380507178,369058,1576563455380507178,pacmod,0,0,0,0,0,0,0,0.029,0.0,0.029
1576563455414070778,369059,1576563455414070778,pacmod,0,0,0,0,0,0,0,0.041,0.0,0.041
1576563455446726277,369060,1576563455446726277,pacmod,0,0,0,0,0,0,0,0.064,0.0,0.064
1576563455481106218,369061,1576563455481106218,pacmod,0,0,0,0,0,0,0,0.101,0.0,0.101
1576563455514107394,369062,1576563455514107394,pacmod,0,0,0,0,0,0,0,0.132,0.0,0.132
1576563455547256425,369063,1576563455547256425,pacmod,0,0,0,0,0,0,0,0.186,0.0,0.186
1576563455581545867,369064,1576563455581545867,pacmod,0,0,0,0,0,0,0,0.253,0.0,0.253
1576563455614858595,369065,1576563455614858595,pacmod,0,0,0,0,0,0,0,0.331,0.0,0.331
1576563455647640492,369066,1576563455647640492,pacmod,0,0,0,0,0,0,0,0.389,0.0,0.389
1576563455682693960,369067,1576563455682693960,pacmod,0,0,0,0,0,0,0,0.478,0.0,0.478
1576563455714915014,369068,1576563455714915014,pacmod,0,0,0,0,0,0,0,0.572,0.0,0.572
1576563455748044834,369069,1576563455748044834,pacmod,0,0,0,0,0,0,0,0.67,0.0,0.67
1576563455782229702,369070,1576563455782229702,pacmod,0,0,0,0,0,0,0,0.733,0.0,0.733
1576563455816167698,369071,1576563455816167698,pacmod,0,0,0,0,0,0,0,0.825,0.0,0.825
1576563455848472481,369072,1576563455848472481,pacmod,0,0,0,0,0,0,0,0.916,0.0,0.916
1576563455882603024,369073,1576563455882603024,pacmod,0,0,0,0,0,0,0,1.0,0.0,1.0
1576563455915718141,369074,1576563455915718141,pacmod,0,0,0,0,0,0,0,1.052,0.0,1.052
1576563455948975326,369075,1576563455948975326,pacmod,0,0,0,0,0,0,0,1.101,0.0,1.101
1576563455982895936,369076,1576563455982895936,pacmod,0,0,0,0,0,0,0,1.186,0.0,1.186
1576563456017057963,369077,1576563456017057963,pacmod,0,0,0,0,0,0,0,1.244,0.0,1.244
1576563456049314510,369078,1576563456049314510,pacmod,0,0,0,0,0,0,0,1.275,0.0,1.275
1576563456083231595,369079,1576563456083231595,pacmod,0,0,0,0,0,0,0,1.314,0.0,1.314
1576563456116525857,369080,1576563456116525857,pacmod,0,0,0,0,0,0,0,1.34,0.0,1.34
1576563456149090451,369081,1576563456149090451,pacmod,0,0,0,0,0,0,0,1.347,0.0,1.347
1576563456184023166,369082,1576563456184023166,pacmod,0,0,0,0,0,0,0,1.342,0.0,1.342
1576563456217830153,369083,1576563456217830153,pacmod,0,0,0,0,0,0,0,1.321,0.0,1.321
1576563456249094267,369084,1576563456249094267,pacmod,0,0,0,0,0,0,0,1.263,0.0,1.263
1576563456283149487,369085,1576563456283149487,pacmod,0,0,0,0,0,0,0,1.209,0.0,1.209
1576563456316264724,369086,1576563456316264724,pacmod,0,0,0,0,0,0,0,1.11,0.0,1.11
1576563456350384534,369087,1576563456350384534,pacmod,0,0,0,0,0,0,0,1.034,0.0,1.034
1576563456384634712,369088,1576563456384634712,pacmod,0,0,0,0,0,0,0,0.867,0.0,0.867
1576563456418914109,369089,1576563456418914109,pacmod,0,0,0,0,0,0,0,0.733,0.0,0.733
1576563456449993069,369090,1576563456449993069,pacmod,0,0,0,0,0,0,0,0.633,0.0,0.633
1576563456484971416,369091,1576563456484971416,pacmod,0,0,0,0,0,0,0,0.485,0.0,0.485
1576563456519074245,369092,1576563456519074245,pacmod,0,0,0,0,0,0,0,0.328,0.0,0.328
1576563456550782522,369093,1576563456550782522,pacmod,0,0,0,0,0,0,0,0.167,0.0,0.167
1576563456584540548,369094,1576563456584540548,pacmod,0,0,0,0,0,0,0,0.061,0.0,0.061
1576563456619462798,369095,1576563456619462798,pacmod,0,0,0,0,0,0,0,-0.102,0.0,-0.102
1576563456651936367,369096,1576563456651936367,pacmod,0,0,0,0,0,0,0,-0.265,0.0,-0.265
1576563456686090688,369097,1576563456686090688,pacmod,0,0,0,0,0,0,0,-0.427,0.0,-0.427
1576563456720000744,369098,1576563456720000744,pacmod,0,0,0,0,0,0,0,-0.588,0.0,-0.588
1576563456752215823,369099,1576563456752215823,pacmod,0,0,0,0,0,0,0,-0.703,0.0,-0.703
1576563456786439270,369100,1576563456786439270,pacmod,0,0,0,0,0,0,0,-0.858,0.0,-0.858
1576563456820270430,369101,1576563456820270430,pacmod,0,0,0,0,0,0,0,-1.019,0.0,-1.019
1576563456852445190,369102,1576563456852445190,pacmod,0,0,0,0,0,0,0,-1.12,0.0,-1.12
1576563456886827304,369103,1576563456886827304,pacmod,0,0,0,0,0,0,0,-1.284,0.0,-1.284
1576563456920360294,369104,1576563456920360294,pacmod,0,0,0,0,0,0,0,-1.438,0.0,-1.438
1576563456952811656,369105,1576563456952811656,pacmod,0,0,0,0,0,0,0,-1.584,0.0,-1.584
1576563456986994223,369106,1576563456986994223,pacmod,0,0,0,0,0,0,0,-1.677,0.0,-1.677
1576563457020145101,369107,1576563457020145101,pacmod,0,0,0,0,0,0,0,-1.799,0.0,-1.799
1576563457053073805,369108,1576563457053073805,pacmod,0,0,0,0,0,0,0,-1.909,0.0,-1.909
1576563457087188964,369109,1576563457087188964,pacmod,0,0,0,0,0,0,0,-1.996,0.0,-1.996
1576563457120333603,369110,1576563457120333603,pacmod,0,0,0,0,0,0,0,-2.036,0.0,-2.036
1576563457153297605,369111,1576563457153297605,pacmod,0,0,0,0,0,0,0,-2.076,0.0,-2.076
1576563457187584157,369112,1576563457187584157,pacmod,0,0,0,0,0,0,0,-2.076,0.0,-2.076
1576563457221745058,369113,1576563457221745058,pacmod,0,0,0,0,0,0,0,-2.035,0.0,-2.035
1576563457253427759,369114,1576563457253427759,pacmod,0,0,0,0,0,0,0,-1.977,0.0,-1.977
1576563457287990434,369115,1576563457287990434,pacmod,0,0,0,0,0,0,0,-1.844,0.0,-1.844
1576563457321528604,369116,1576563457321528604,pacmod,0,0,0,0,0,0,0,-1.675,0.0,-1.675
1576563457353791565,369117,1576563457353791565,pacmod,0,0,0,0,0,0,0,-1.485,0.0,-1.485
1576563457388587487,369118,1576563457388587487,pacmod,0,0,0,0,0,0,0,-1.284,0.0,-1.284
1576563457421719878,369119,1576563457421719878,pacmod,0,0,0,0,0,0,0,-1.146,0.0,-1.146
1576563457454039005,369120,1576563457454039005,pacmod,0,0,0,0,0,0,0,-0.937,0.0,-0.937
1576563457487805665,369121,1576563457487805665,pacmod,0,0,0,0,0,0,0,-0.733,0.0,-0.733
1576563457522321973,369122,1576563457522321973,pacmod,0,0,0,0,0,0,0,-0.53,0.0,-0.53
1576563457555329687,369123,1576563457555329687,pacmod,0,0,0,0,0,0,0,-0.403,0.0,-0.403
1576563457589306177,369124,1576563457589306177,pacmod,0,0,0,0,0,0,0,-0.214,0.0,-0.214
1576563457622576878,369125,1576563457622576878,pacmod,0,0,0,0,0,0,0,-0.034,0.0,-0.034
1576563457654864684,369126,1576563457654864684,pacmod,0,0,0,0,0,0,0,0.139,0.0,0.139
1576563457689841364,369127,1576563457689841364,pacmod,0,0,0,0,0,0,0,0.301,0.0,0.301
1576563457723592656,369128,1576563457723592656,pacmod,0,0,0,0,0,0,0,0.41,0.0,0.41
1576563457755275707,369129,1576563457755275707,pacmod,0,0,0,0,0,0,0,0.561,0.0,0.561
1576563457790174209,369130,1576563457790174209,pacmod,0,0,0,0,0,0,0,0.706,0.0,0.706
1576563457823297884,369131,1576563457823297884,pacmod,0,0,0,0,0,0,0,0.836,0.0,0.836
1576563457855610332,369132,1576563457855610332,pacmod,0,0,0,0,0,0,0,0.919,0.0,0.919
1576563457890570244,369133,1576563457890570244,pacmod,0,0,0,0,0,0,0,1.043,0.0,1.043
1576563457923878686,369134,1576563457923878686,pacmod,0,0,0,0,0,0,0,1.164,0.0,1.164
1576563457955895030,369135,1576563457955895030,pacmod,0,0,0,0,0,0,0,1.247,0.0,1.247
1576563457991028828,369136,1576563457991028828,pacmod,0,0,0,0,0,0,0,1.375,0.0,1.375
1576563458024189104,369137,1576563458024189104,pacmod,0,0,0,0,0,0,0,1.499,0.0,1.499
1576563458056508418,369138,1576563458056508418,pacmod,0,0,0,0,0,0,0,1.579,0.0,1.579
1576563458091579080,369139,1576563458091579080,pacmod,0,0,0,0,0,0,0,1.694,0.0,1.694
1576563458125614483,369140,1576563458125614483,pacmod,0,0,0,0,0,0,0,1.783,0.0,1.783
1576563458156871658,369141,1576563458156871658,pacmod,0,0,0,0,0,0,0,1.846,0.0,1.846
1576563458192013055,369142,1576563458192013055,pacmod,0,0,0,0,0,0,0,1.865,0.0,1.865
1576563458224968178,369143,1576563458224968178,pacmod,0,0,0,0,0,0,0,1.862,0.0,1.862
1576563458257369659,369144,1576563458257369659,pacmod,0,0,0,0,0,0,0,1.82,0.0,1.82
1576563458292309490,369145,1576563458292309490,pacmod,0,0,0,0,0,0,0,1.726,0.0,1.726
1576563458326344914,369146,1576563458326344914,pacmod,0,0,0,0,0,0,0,1.591,0.0,1.591
1576563458357595940,369147,1576563458357595940,pacmod,0,0,0,0,0,0,0,1.487,0.0,1.487
1576563458392560354,369148,1576563458392560354,pacmod,0,0,0,0,0,0,0,1.321,0.0,1.321
1576563458425722646,369149,1576563458425722646,pacmod,0,0,0,0,0,0,0,1.148,0.0,1.148
1576563458458288827,369150,1576563458458288827,pacmod,0,0,0,0,0,0,0,0.979,0.0,0.979
1576563458492472071,369151,1576563458492472071,pacmod,0,0,0,0,0,0,0,0.86,0.0,0.86
1576563458527107516,369152,1576563458527107516,pacmod,0,0,0,0,0,0,0,0.694,0.0,0.694
1576563458558336059,369153,1576563458558336059,pacmod,0,0,0,0,0,0,0,0.525,0.0,0.525
1576563458593468043,369154,1576563458593468043,pacmod,0,0,0,0,0,0,0,0.357,0.0,0.357
1576563458626534366,369155,1576563458626534366,pacmod,0,0,0,0,0,0,0,0.19,0.0,0.19
1576563458658703504,369156,1576563458658703504,pacmod,0,0,0,0,0,0,0,0.083,0.0,0.083
1576563458693953178,369157,1576563458693953178,pacmod,0,0,0,0,0,0,0,-0.071,0.0,-0.071
1576563458727023940,369158,1576563458727023940,pacmod,0,0,0,0,0,0,0,-0.225,0.0,-0.225
1576563458759255793,369159,1576563458759255793,pacmod,0,0,0,0,0,0,0,-0.371,0.0,-0.371
1576563458793227550,369160,1576563458793227550,pacmod,0,0,0,0,0,0,0,-0.464,0.0,-0.464
1576563458827455483,369161,1576563458827455483,pacmod,0,0,0,0,0,0,0,-0.609,0.0,-0.609
1576563458860295987,369162,1576563458860295987,pacmod,0,0,0,0,0,0,0,-0.757,0.0,-0.757
1576563458895824338,369163,1576563458895824338,pacmod,0,0,0,0,0,0,0,-0.902,0.0,-0.902
1576563458927902351,369164,1576563458927902351,pacmod,0,0,0,0,0,0,0,-1.005,0.0,-1.005
1576563458959922630,369165,1576563458959922630,pacmod,0,0,0,0,0,0,0,-1.157,0.0,-1.157
1576563458995033984,369166,1576563458995033984,pacmod,0,0,0,0,0,0,0,-1.308,0.0,-1.308
1576563459027265987,369167,1576563459027265987,pacmod,0,0,0,0,0,0,0,-1.408,0.0,-1.408
1576563459060669786,369168,1576563459060669786,pacmod,0,0,0,0,0,0,0,-1.558,0.0,-1.558
1576563459095721059,369169,1576563459095721059,pacmod,0,0,0,0,0,0,0,-1.699,0.0,-1.699
1576563459128693215,369170,1576563459128693215,pacmod,0,0,0,0,0,0,0,-1.83,0.0,-1.83
1576563459160888614,369171,1576563459160888614,pacmod,0,0,0,0,0,0,0,-1.905,0.0,-1.905
1576563459195834500,369172,1576563459195834500,pacmod,0,0,0,0,0,0,0,-2.0,0.0,-2.0
1576563459229130587,369173,1576563459229130587,pacmod,0,0,0,0,0,0,0,-2.057,0.0,-2.057
1576563459262170894,369174,1576563459262170894,pacmod,0,0,0,0,0,0,0,-2.071,0.0,-2.071
1576563459296365622,369175,1576563459296365622,pacmod,0,0,0,0,0,0,0,-2.04,0.0,-2.04
1576563459329392694,369176,1576563459329392694,pacmod,0,0,0,0,0,0,0,-1.993,0.0,-1.993
1576563459361654234,369177,1576563459361654234,pacmod,0,0,0,0,0,0,0,-1.876,0.0,-1.876
1576563459396649084,369178,1576563459396649084,pacmod,0,0,0,0,0,0,0,-1.717,0.0,-1.717
1576563459430044658,369179,1576563459430044658,pacmod,0,0,0,0,0,0,0,-1.537,0.0,-1.537
1576563459462918409,369180,1576563459462918409,pacmod,0,0,0,0,0,0,0,-1.41,0.0,-1.41
1576563459498066009,369181,1576563459498066009,pacmod,0,0,0,0,0,0,0,-1.213,0.0,-1.213
1576563459531339407,369182,1576563459531339407,pacmod,0,0,0,0,0,0,0,-1.014,0.0,-1.014
1576563459563555327,369183,1576563459563555327,pacmod,0,0,0,0,0,0,0,-0.809,0.0,-0.809
1576563459598096974,369184,1576563459598096974,pacmod,0,0,0,0,0,0,0,-0.612,0.0,-0.612
1576563459631888949,369185,1576563459631888949,pacmod,0,0,0,0,0,0,0,-0.481,0.0,-0.481
1576563459664092891,369186,1576563459664092891,pacmod,0,0,0,0,0,0,0,-0.294,0.0,-0.294
1576563459698456542,369187,1576563459698456542,pacmod,0,0,0,0,0,0,0,-0.111,0.0,-0.111
1576563459732305649,369188,1576563459732305649,pacmod,0,0,0,0,0,0,0,0.071,0.0,0.071
1576563459764619968,369189,1576563459764619968,pacmod,0,0,0,0,0,0,0,0.183,0.0,0.183
1576563459798869210,369190,1576563459798869210,pacmod,0,0,0,0,0,0,0,0.35,0.0,0.35
1576563459832509483,369191,1576563459832509483,pacmod,0,0,0,0,0,0,0,0.509,0.0,0.509
1576563459864969511,369192,1576563459864969511,pacmod,0,0,0,0,0,0,0,0.61,0.0,0.61
1576563459898416376,369193,1576563459898416376,pacmod,0,0,0,0,0,0,0,0.752,0.0,0.752
1576563459932505651,369194,1576563459932505651,pacmod,0,0,0,0,0,0,0,0.888,0.0,0.888
1576563459965600259,369195,1576563459965600259,pacmod,0,0,0,0,0,0,0,1.026,0.0,1.026
1576563459998990928,369196,1576563459998990928,pacmod,0,0,0,0,0,0,0,1.118,0.0,1.118
1576563460032825878,369197,1576563460032825878,pacmod,0,0,0,0,0,0,0,1.258,0.0,1.258
1576563460065829714,369198,1576563460065829714,pacmod,0,0,0,0,0,0,0,1.391,0.0,1.391
1576563460100084518,369199,1576563460100084518,pacmod,0,0,0,0,0,0,0,1.48,0.0,1.48
1576563460133188149,369200,1576563460133188149,pacmod,0,0,0,0,0,0,0,1.607,0.0,1.607
1576563460165558213,369201,1576563460165558213,pacmod,0,0,0,0,0,0,0,1.684,0.0,1.684
1576563460200502489,369202,1576563460200502489,pacmod,0,0,0,0,0,0,0,1.829,0.0,1.829
1576563460234747818,369203,1576563460234747818,pacmod,0,0,0,0,0,0,0,1.926,0.0,1.926
1576563460265803610,369204,1576563460265803610,pacmod,0,0,0,0,0,0,0,1.984,0.0,1.984
1576563460300845026,369205,1576563460300845026,pacmod,0,0,0,0,0,0,0,2.054,0.0,2.054
1576563460333929674,369206,1576563460333929674,pacmod,0,0,0,0,0,0,0,2.099,0.0,2.099
1576563460366158733,369207,1576563460366158733,pacmod,0,0,0,0,0,0,0,2.118,0.0,2.118
1576563460401176525,369208,1576563460401176525,pacmod,0,0,0,0,0,0,0,2.115,0.0,2.115
1576563460434985157,369209,1576563460434985157,pacmod,0,0,0,0,0,0,0,2.089,0.0,2.089
1576563460466611890,369210,1576563460466611890,pacmod,0,0,0,0,0,0,0,2.022,0.0,2.022
1576563460501375467,369211,1576563460501375467,pacmod,0,0,0,0,0,0,0,1.914,0.0,1.914
1576563460534791445,369212,1576563460534791445,pacmod,0,0,0,0,0,0,0,1.764,0.0,1.764
1576563460566892816,369213,1576563460566892816,pacmod,0,0,0,0,0,0,0,1.645,0.0,1.645
1576563460602162889,369214,1576563460602162889,pacmod,0,0,0,0,0,0,0,1.46,0.0,1.46
1576563460636063513,369215,1576563460636063513,pacmod,0,0,0,0,0,0,0,1.27,0.0,1.27
1576563460667490066,369216,1576563460667490066,pacmod,0,0,0,0,0,0,0,1.08,0.0,1.08
1576563460701550440,369217,1576563460701550440,pacmod,0,0,0,0,0,0,0,0.944,0.0,0.944
1576563460734565582,369218,1576563460734565582,pacmod,0,0,0,0,0,0,0,0.75,0.0,0.75
1576563460767949760,369219,1576563460767949760,pacmod,0,0,0,0,0,0,0,0.551,0.0,0.551
1576563460803521417,369220,1576563460803521417,pacmod,0,0,0,0,0,0,0,0.354,0.0,0.354
1576563460836983732,369221,1576563460836983732,pacmod,0,0,0,0,0,0,0,0.223,0.0,0.223
1576563460868344683,369222,1576563460868344683,pacmod,0,0,0,0,0,0,0,0.043,0.0,0.043
1576563460903202007,369223,1576563460903202007,pacmod,0,0,0,0,0,0,0,-0.139,0.0,-0.139
1576563460936418053,369224,1576563460936418053,pacmod,0,0,0,0,0,0,0,-0.319,0.0,-0.319
1576563460968880155,369225,1576563460968880155,pacmod,0,0,0,0,0,0,0,-0.436,0.0,-0.436
1576563461003648925,369226,1576563461003648925,pacmod,0,0,0,0,0,0,0,-0.596,0.0,-0.596
1576563461036718217,369227,1576563461036718217,pacmod,0,0,0,0,0,0,0,-0.745,0.0,-0.745
1576563461068926314,369228,1576563461068926314,pacmod,0,0,0,0,0,0,0,-0.83,0.0,-0.83
1576563461103874554,369229,1576563461103874554,pacmod,0,0,0,0,0,0,0,-0.952,0.0,-0.952
1576563461137347833,369230,1576563461137347833,pacmod,0,0,0,0,0,0,0,-1.064,0.0,-1.064
1576563461170408722,369231,1576563461170408722,pacmod,0,0,0,0,0,0,0,-1.169,0.0,-1.169
1576563461206480644,369232,1576563461206480644,pacmod,0,0,0,0,0,0,0,-1.267,0.0,-1.267
1576563461237549622,369233,1576563461237549622,pacmod,0,0,0,0,0,0,0,-1.331,0.0,-1.331
1576563461270270980,369234,1576563461270270980,pacmod,0,0,0,0,0,0,0,-1.427,0.0,-1.427
1576563461305074872,369235,1576563461305074872,pacmod,0,0,0,0,0,0,0,-1.527,0.0,-1.527
1576563461338043886,369236,1576563461338043886,pacmod,0,0,0,0,0,0,0,-1.628,0.0,-1.628
1576563461370689787,369237,1576563461370689787,pacmod,0,0,0,0,0,0,0,-1.694,0.0,-1.694
1576563461404520766,369238,1576563461404520766,pacmod,0,0,0,0,0,0,0,-1.788,0.0,-1.788
1576563461438438912,369239,1576563461438438912,pacmod,0,0,0,0,0,0,0,-1.876,0.0,-1.876
1576563461470839888,369240,1576563461470839888,pacmod,0,0,0,0,0,0,0,-1.958,0.0,-1.958
1576563461505881130,369241,1576563461505881130,pacmod,0,0,0,0,0,0,0,-2.026,0.0,-2.026
1576563461537993127,369242,1576563461537993127,pacmod,0,0,0,0,0,0,0,-2.064,0.0,-2.064
1576563461572315434,369243,1576563461572315434,pacmod,0,0,0,0,0,0,0,-2.106,0.0,-2.106
1576563461606713130,369244,1576563461606713130,pacmod,0,0,0,0,0,0,0,-2.124,0.0,-2.124
1576563461638618532,369245,1576563461638618532,pacmod,0,0,0,0,0,0,0,-2.115,0.0,-2.115
1576563461671791489,369246,1576563461671791489,pacmod,0,0,0,0,0,0,0,-2.092,0.0,-2.092
1576563461706773908,369247,1576563461706773908,pacmod,0,0,0,0,0,0,0,-2.026,0.0,-2.026
1576563461740139409,369248,1576563461740139409,pacmod,0,0,0,0,0,0,0,-1.951,0.0,-1.951
1576563461773164446,369249,1576563461773164446,pacmod,0,0,0,0,0,0,0,-1.806,0.0,-1.806
1576563461806272660,369250,1576563461806272660,pacmod,0,0,0,0,0,0,0,-1.638,0.0,-1.638
1576563461840680978,369251,1576563461840680978,pacmod,0,0,0,0,0,0,0,-1.474,0.0,-1.474
1576563461872675162,369252,1576563461872675162,pacmod,0,0,0,0,0,0,0,-1.371,0.0,-1.371
1576563461906663758,369253,1576563461906663758,pacmod,0,0,0,0,0,0,0,-1.275,0.0,-1.275
1576563461941200309,369254,1576563461941200309,pacmod,0,0,0,0,0,0,0,-1.085,0.0,-1.085
1576563461974055429,369255,1576563461974055429,pacmod,0,0,0,0,0,0,0,-0.949,0.0,-0.949
1576563462008057493,369256,1576563462008057493,pacmod,0,0,0,0,0,0,0,-0.815,0.0,-0.815
1576563462041391383,369257,1576563462041391383,pacmod,0,0,0,0,0,0,0,-0.731,0.0,-0.731
1576563462073577421,369258,1576563462073577421,pacmod,0,0,0,0,0,0,0,-0.596,0.0,-0.596
1576563462108546713,369259,1576563462108546713,pacmod,0,0,0,0,0,0,0,-0.459,0.0,-0.459
1576563462142596504,369260,1576563462142596504,pacmod,0,0,0,0,0,0,0,-0.317,0.0,-0.317
1576563462174926902,369261,1576563462174926902,pacmod,0,0,0,0,0,0,0,-0.221,0.0,-0.221
1576563462207965213,369262,1576563462207965213,pacmod,0,0,0,0,0,0,0,-0.078,0.0,-0.078
1576563462242119048,369263,1576563462242119048,pacmod,0,0,0,0,0,0,0,0.054,0.0,0.054
1576563462274414627,369264,1576563462274414627,pacmod,0,0,0,0,0,0,0,0.181,0.0,0.181
1576563462308281172,369265,1576563462308281172,pacmod,0,0,0,0,0,0,0,0.301,0.0,0.301
1576563462343076794,369266,1576563462343076794,pacmod,0,0,0,0,0,0,0,0.375,0.0,0.375
1576563462374777925,369267,1576563462374777925,pacmod,0,0,0,0,0,0,0,0.445,0.0,0.445
1576563462409636339,369268,1576563462409636339,pacmod,0,0,0,0,0,0,0,0.57,0.0,0.57
1576563462442070116,369269,1576563462442070116,pacmod,0,0,0,0,0,0,0,0.659,0.0,0.659
1576563462475238958,369270,1576563462475238958,pacmod,0,0,0,0,0,0,0,0.715,0.0,0.715
1576563462511087746,369271,1576563462511087746,pacmod,0,0,0,0,0,0,0,0.794,0.0,0.794
1576563462544465318,369272,1576563462544465318,pacmod,0,0,0,0,0,0,0,0.876,0.0,0.876
1576563462575635279,369273,1576563462575635279,pacmod,0,0,0,0,0,0,0,0.954,0.0,0.954
1576563462610799633,369274,1576563462610799633,pacmod,0,0,0,0,0,0,0,1.003,0.0,1.003
1576563462644806270,369275,1576563462644806270,pacmod,0,0,0,0,0,0,0,1.05,0.0,1.05
1576563462675991504,369276,1576563462675991504,pacmod,0,0,0,0,0,0,0,1.069,0.0,1.069
1576563462710862870,369277,1576563462710862870,pacmod,0,0,0,0,0,0,0,1.068,0.0,1.068
